player_id,player_object_id,player_name,dob,dod,batting_style,bowling_style,country_id
108085,1230027,Jacob Butler,11/20/04,,right-hand bat,right-arm medium,147
1536,7360,Steve Rixon,2/25/54,,right-hand bat,,2
98600,1107672,Aziz Sualley,10/2/98,,right-hand bat,legbreak,135
353,11855,Harry Dean,1884-08-13,3/12/57,left-hand bat,left-arm fast-medium,1
112398,1320553,Elias Hasan,12/20/97,,right-hand bat,right-arm medium,129
67795,568452,Muhammad Wafiq,4/25/96,,left-hand bat,left-arm medium-fast,16
2092,16959,Martin McCague,5/24/69,,right-hand bat,right-arm fast,1
58940,386302,Zeeshan Ali,6/16/89,,right-hand bat,,19
105986,1195245,Vinoth Baskaran,5/16/90,,left-hand bat,slow left-arm orthodox,23
2107,55714,John Rennie,7/29/70,,right-hand bat,right-arm medium-fast,9
10334,23803,Zubin Surkari,2/26/80,,right-hand bat,right-arm medium,17
911,28855,Chingleput Gopinath,3/1/30,,right-hand bat,right-arm medium,6
70877,629063,Mehidy Hasan Miraz,10/25/97,,right-hand bat,right-arm offbreak,25
1230,13365,Norman Gifford,3/30/40,,left-hand bat,slow left-arm orthodox,1
1532,4584,Wayne Clark,9/19/53,,right-hand bat,right-arm fast-medium,2
881,3978,Ken Archer,1/17/28,4/14/23,right-hand bat,right-arm offbreak,2
67431,554068,Amjad Mahboob,2/16/81,,right-hand bat,right-arm medium,23
1176,36837,Graham Dowling,3/4/37,,right-hand bat,right-arm medium,5
1903,56221,Akram Khan,11/1/68,,right-hand bat,right-arm medium,25
1620,16203,Wayne Larkins,11/22/53,,right-hand bat,right-arm medium,1
95269,1068983,Haroon Arshad,9/6/99,,right-hand bat,right-arm medium,19
48749,220521,Fahad Alhashmi,7/31/82,,right-hand bat,right-arm fast-medium,27
10316,36192,Andre Adams,7/17/75,,right-hand bat,right-arm fast-medium,5
46653,55522,Anthony Ireland,8/30/84,,right-hand bat,right-arm medium,9
112980,1329941,Adwitya Bhargava,1/6/06,,right-hand bat,right-arm medium,23
112541,1323415,Justin Mosca,11/15/94,,left-hand bat,,31
106265,1198884,Shoumyadeep Rakshit,9/30/86,,right-hand bat,right-arm offbreak,126
65884,524249,Dogodo Bau,12/5/94,,right-hand bat,,20
106009,1195667,Josh Lawrenson,11/20/02,,right-hand bat,right-arm offbreak,4083
86321,932355,Ebadot Hossain,1/7/94,,right-hand bat,right-arm fast-medium,25
2209,56035,Naimur Rahman,9/19/74,,right-hand bat,right-arm offbreak,25
1542,5358,Sam Gannon,2/8/47,2/5/21,right-hand bat,left-arm fast-medium,2
11704,48375,Nilantha Cooray,1/20/78,,right-hand bat,legbreak,164
112466,1321991,Akshay Puri,10/20/03,,right-hand bat,right-arm offbreak,23
49237,233904,Yasim Murtaza,12/4/90,,left-hand bat,slow left-arm orthodox,19
53239,308693,Kofi Bagabena,11/25/88,,right-hand bat,right-arm medium,135
1741,51211,Eldine Baptiste,3/12/60,,right-hand bat,right-arm fast-medium,4
19281,40113,Faisal Athar,10/15/75,,right-hand bat,,7
53112,308235,Javed Ahmadi,1/2/92,,right-hand bat,right-arm offbreak,40
24777,49700,Jeevan Mendis,1/15/83,,left-hand bat,legbreak,8
114173,1347282,Mohammed Alamgir,4/20/91,,right-hand bat,right-arm offbreak,4253
44937,36590,Michael Bates,10/11/83,,right-hand bat,left-arm medium-fast,5
71042,633641,Pavandeep Singh,1/17/98,,right-hand bat,slow left-arm orthodox,16
2033,39015,Ata-ur-Rehman,3/28/75,,right-hand bat,right-arm fast-medium,7
112,20407,Frank Sugg,1862-01-11,5/29/33,right-hand bat,,1
10323,38261,Darron Reekers,5/26/73,,right-hand bat,right-arm medium,15
1326,37243,Brian Hastings,3/23/40,,right-hand bat,legbreak googly,5
104173,1167770,Meet Bhavsar,6/23/04,,left-hand bat,,38
103331,1156474,Hilal Ahmad,8/22/85,,right-hand bat,right-arm medium,126
56801,348024,Kraigg Brathwaite,12/1/92,,right-hand bat,right-arm offbreak,4
45646,40082,Ehsan Khan,12/27/84,,right-hand bat,right-arm offbreak,19
56885,348152,Usman Qadir,8/10/93,,left-hand bat,legbreak,7
98601,1107673,Joseph Theodore,10/9/99,,right-hand bat,,135
1341,27619,Chetan Chauhan,7/21/47,8/16/20,right-hand bat,right-arm offbreak,6
1109,29663,Motganhalli Jaisimha,3/3/39,7/6/99,right-hand bat,right-arm offbreak,6
61175,429809,Ravija Sandaruwan,6/22/92,,right-hand bat,right-arm offbreak,38
2217,15913,Nick Knight,11/28/69,,left-hand bat,right-arm medium,1
59686,401540,Aizaz Khan,3/21/93,,right-hand bat,right-arm medium-fast,19
49694,252932,Kieran Powell,3/6/90,,left-hand bat,right-arm medium,4
62871,467851,Ehtsham Ul Haq,8/8/82,,right-hand bat,right-arm offbreak,175
65245,515073,Moshiur Rahman,10/28/80,,right-hand bat,right-arm medium-fast,129
109693,1271984,Mustafa Omer,12/23/99,,right-hand bat,left-arm medium-fast,33
2090,15388,Mark Ilott,8/27/70,,right-hand bat,left-arm medium-fast,1
58874,384355,Anaru Kitchen,2/21/84,,right-hand bat,slow left-arm orthodox,5
1353,26225,Mohinder Amarnath,9/24/50,,right-hand bat,right-arm medium,6
11246,55976,Mushfiqur Rahman,1/10/77,,right-hand bat,right-arm fast-medium,25
7270,48284,Malinga Bandara,12/31/79,,right-hand bat,legbreak,8
79361,796255,Bilal Tahir,5/31/98,,left-hand bat,,38
1408,38113,John Parker,2/21/51,,right-hand bat,legbreak googly,5
56471,341593,Devendra Bishoo,11/6/85,,left-hand bat,legbreak,4
106168,1197103,Marcus Campopiano,2/21/95,,right-hand bat,right-arm offbreak,31
8334,42066,Naved Latif,2/21/76,,right-hand bat,right-arm medium,7
19071,39121,Afzaal Haider,12/12/71,,right-hand bat,right-arm medium,19
1352,35712,Gundappa Viswanath,2/12/49,,right-hand bat,legbreak,6
1806,20206,Wilf Slack,12/12/54,1/15/89,left-hand bat,right-arm medium,1
110504,1284531,Edson Silva,4/4/87,,right-hand bat,,38
4528,16876,Darren Maddy,5/23/74,,right-hand bat,right-arm medium,1
62189,452472,Anshy Rath,11/5/97,,left-hand bat,slow left-arm orthodox,19
61939,443150,Kyle Hope,11/20/88,,right-hand bat,right-arm offbreak,4
103330,1156473,Sudesh Wickramasekara,7/21/82,,right-hand bat,right-arm medium-fast,126
77697,775015,Rohan Rangarajan,6/28/99,,right-hand bat,right-arm offbreak,23
53493,316397,Asad Shafiq,1/28/86,,right-hand bat,right-arm offbreak,7
75311,719715,Washington Sundar,10/5/99,,left-hand bat,right-arm offbreak,6
2095,49356,Ruwan Kalpage,2/19/70,,left-hand bat,right-arm offbreak,8
49958,261354,Nathan Coulter-Nile,10/11/87,,right-hand bat,right-arm fast,2
107566,1217288,Usman Patel,9/19/90,,right-hand bat,,38
4661,20286,Vikram Solanki,4/1/76,,right-hand bat,right-arm offbreak,1
62506,459752,Scott McKechnie,8/6/91,,right-hand bat,,19
60460,420402,Afsar Zazai,8/10/93,,right-hand bat,,40
2205,55909,Hasibul Hossain,6/3/77,,right-hand bat,right-arm fast-medium,25
60530,422108,KL Rahul,4/18/92,,right-hand bat,,6
71461,646175,Hiri Hiri,5/1/95,,right-hand bat,right-arm offbreak,20
1342,30938,Ashok Mankad,10/12/46,8/1/08,right-hand bat,right-arm medium,6
104182,1167779,Ayush Shukla,10/28/02,,right-hand bat,right-arm medium,19
107575,1217359,Sayed Monib,6/8/92,,right-hand bat,right-arm medium,38
1492,38253,Andy Roberts,5/6/47,10/26/89,right-hand bat,right-arm medium,5
112542,1323416,Anthony Mosca,8/21/91,,right-hand bat,,31
1338,38735,Ken Wadsworth,11/30/46,8/19/76,right-hand bat,,5
59349,391832,Roston Chase,3/22/92,,right-hand bat,right-arm offbreak,4
104770,1175441,Ravi Bishnoi,9/5/00,,right-hand bat,legbreak googly,6
1007,32236,Jasubhai Patel,11/26/24,12/12/92,right-hand bat,right-arm offbreak,6
1490,30116,Syed Kirmani,12/29/49,,right-hand bat,right-arm offbreak,6
1881,50240,Champaka Ramanayake,1/8/65,,right-hand bat,right-arm fast-medium,8
2096,48445,Pubudu Dassanayake,7/11/70,,right-hand bat,,8
57351,359649,Mohammed Aslam,8/27/90,,right-hand bat,left-arm slow,38
24677,55986,Mohammad Sharif,12/12/85,,right-hand bat,right-arm medium-fast,25
9586,48139,Ishara Amerasinghe,3/5/78,,right-hand bat,right-arm fast-medium,8
61417,431909,Jermaine Blackwood,11/20/91,,right-hand bat,right-arm offbreak,4
70979,633428,Mohammad Ghazanfar,12/28/94,,right-hand bat,legbreak,19
63477,475281,Shardul Thakur,10/16/91,,right-hand bat,right-arm medium,6
48703,216920,Qaiser Ali,12/20/78,,right-hand bat,right-arm offbreak,17
113787,1342166,Pushkar Sharma,10/12/00,,left-hand bat,left-arm medium-fast,26
330,21609,Neville Tufnell,1887-06-13,8/3/51,right-hand bat,right-arm slow,1
1439,28813,Karsan Ghavri,2/28/51,,left-hand bat,left-arm medium,6
9634,37698,James Marshall,2/15/79,,right-hand bat,right-arm medium,5
105796,1192940,Shiraz Khan,9/8/94,,right-hand bat,legbreak googly,38
9982,28671,Faiz Fazal,9/7/85,,left-hand bat,right-arm medium,6
61416,431905,Shane Dowrich,10/30/91,,right-hand bat,,4
52184,297488,Matt Machan,2/15/91,,left-hand bat,right-arm offbreak,1
62022,447261,Deepak Chahar,8/7/92,,right-hand bat,right-arm medium,6
50290,267414,Shaminda Eranga,6/23/86,,right-hand bat,right-arm fast-medium,8
1181,32357,Erapalli Prasanna,5/22/40,,right-hand bat,right-arm offbreak,6
1337,37255,Hedley Howarth,12/25/43,11/7/08,left-hand bat,slow left-arm orthodox,5
112933,1328735,Yasin Patel,8/28/97,,left-hand bat,slow left-arm orthodox,38
8231,55968,Manjurul Islam,11/7/79,,left-hand bat,left-arm fast-medium,25
83741,897549,Will Jacks,11/21/98,,right-hand bat,right-arm offbreak,1
49195,233528,Roger Mukasa,5/22/89,,right-hand bat,right-arm offbreak,34
349,6023,Claude Jennings,1884-06-05,6/20/50,right-hand bat,,2
2006,37602,Rod Latham,6/12/61,,right-hand bat,right-arm medium,5
517,10739,Nobby Clark,8/9/02,4/28/82,left-hand bat,left-arm fast,1
104151,1167748,Wang Liuyang,6/28/03,,right-hand bat,,121
52631,303427,Paul Stirling,9/3/90,,right-hand bat,right-arm offbreak,29
1290,26875,Bishan Bedi,9/25/46,10/23/23,right-hand bat,slow left-arm orthodox,6
45358,47660,Ryan ten Doeschate,6/30/80,,right-hand bat,right-arm medium-fast,15
112934,1328736,Mohamed Shafeeq,4/21/94,,right-hand bat,right-arm medium,38
57196,355269,James Neesham,9/17/90,,left-hand bat,right-arm medium-fast,5
105679,1188636,Simranjit Singh,1/2/93,,right-hand bat,,31
1056,51101,Gerry Alexander,11/2/28,4/16/11,right-hand bat,,4
87477,940973,Mohammed Siraj,3/13/94,,right-hand bat,right-arm fast,6
71475,646193,Riley Hekure,10/31/94,,right-hand bat,right-arm medium,20
1219,27591,Bhagwath Chandrasekhar,5/17/45,,right-hand bat,legbreak,6
1265,38609,Bruce Taylor,7/12/43,2/6/21,left-hand bat,right-arm fast-medium,5
62225,452543,Ali Zaheer,2/8/94,,left-hand bat,legbreak googly,38
66273,531312,Simon Ssesazi,6/6/96,,left-hand bat,right-arm slow,34
1684,14152,Eddie Hemmings,2/20/49,,right-hand bat,right-arm offbreak,1
52628,303423,Andy Balbirnie,12/28/90,,right-hand bat,right-arm offbreak,29
1784,48456,Asoka de Silva,3/28/56,,left-hand bat,legbreak googly,8
108529,1246528,Umran Malik,11/22/99,,right-hand bat,right-arm fast,6
63646,481896,Mohammed Shami,9/3/90,,right-hand bat,right-arm fast,6
62490,459257,Tymal Mills,8/12/92,,right-hand bat,left-arm fast,1
1228,9187,Geoff Boycott,10/21/40,,right-hand bat,right-arm medium,1
1429,32231,Brijesh Patel,11/24/52,,right-hand bat,right-arm offbreak,6
1685,12884,Graeme Fowler,4/20/57,,left-hand bat,right-arm medium,1
65250,515085,Kalle Vislapuu,3/26/90,,right-hand bat,right-arm medium-fast,129
10631,55416,Dion Ebrahim,8/7/80,,right-hand bat,right-arm medium,9
62583,461281,Preston Mommsen,10/14/87,,right-hand bat,right-arm offbreak,30
102780,1151337,Ronak Patel,8/18/88,,right-hand bat,slow left-arm orthodox,34
1336,37222,Dayle Hadlee,1/6/48,,right-hand bat,right-arm medium-fast,5
97447,1099379,Gareth Delany,4/28/97,,right-hand bat,legbreak googly,29
1984,21611,Phil Tufnell,4/29/66,,right-hand bat,slow left-arm orthodox,1
1348,42601,Sadiq Mohammad,5/3/45,,left-hand bat,legbreak googly,7
106277,1198924,Hasan Alta,5/25/65,,right-hand bat,right-arm medium-fast,209
1857,49552,Graeme Labrooy,6/7/64,,right-hand bat,right-arm fast-medium,8
2089,20404,Peter Such,6/12/64,,right-hand bat,right-arm offbreak,1
2014,45840,Adrian Kuiper,8/24/59,,right-hand bat,right-arm medium,3
50724,272279,Nathan Lyon,11/20/87,,right-hand bat,right-arm offbreak,2
103806,1161381,Mahmudul Hasan Joy,11/13/00,,right-hand bat,,25
100456,1115025,Semo Kamea,8/21/01,,left-hand bat,left-arm fast,20
1227,36628,Bob Cunis,1/5/41,8/9/08,right-hand bat,right-arm fast-medium,5
86017,928109,Kenneth Waiswa,11/11/98,,right-hand bat,right-arm medium,34
1929,16885,Devon Malcolm,2/22/63,,right-hand bat,right-arm fast,1
106275,1198922,Recep Ulutuna,5/25/74,,right-hand bat,right-arm medium-fast,209
89741,961407,Harry Tector,12/6/99,,right-hand bat,right-arm offbreak,29
1004,4241,Peter Burge,5/17/32,10/5/01,right-hand bat,right-arm medium,2
1704,50249,Rumesh Ratnayake,1/2/64,,right-hand bat,right-arm fast-medium,8
47996,24784,Malhar Patel,11/27/83,,right-hand bat,,26
4356,4146,Andy Bichel,8/27/70,,right-hand bat,right-arm fast-medium,2
66030,526468,Elliot Miles,6/26/97,,right-hand bat,slow left-arm orthodox,4083
78231,784369,Avishka Fernando,4/5/98,,right-hand bat,right-arm medium-fast,8
112011,1313739,Atif Rasheed,3/15/90,,right-hand bat,right-arm medium,131
1432,42636,Shafiq Ahmed,3/28/49,,right-hand bat,right-arm medium,7
104150,1167747,Akhil Arjunan,6/15/91,,right-hand bat,legbreak,131
51216,279810,Wriddhiman Saha,10/24/84,,right-hand bat,,6
9633,37696,Hamish Marshall,2/15/79,,right-hand bat,right-arm medium,5
101619,1129565,Riazat Ali Shah,2/20/98,,right-hand bat,right-arm medium,34
53245,308710,Karabo Motlhanka,4/17/92,,left-hand bat,,116
85965,928057,Lorcan Tucker,9/10/96,,right-hand bat,,29
1285,8535,Dennis Amiss,4/7/43,,right-hand bat,,1
1252,42061,Naushad Ali,10/1/43,8/20/23,right-hand bat,,7
88173,946515,Faheem Nellancheri,6/9/90,,right-hand bat,right-arm medium,131
1518,40375,Haroon Rasheed,3/25/53,,right-hand bat,right-arm medium,7
106287,1198934,Ahmet Dursak,8/7/01,,right-hand bat,right-arm medium-fast,209
51057,277662,Corey Anderson,12/13/90,,left-hand bat,left-arm medium-fast,5
1757,16322,Andy Lloyd,11/5/56,,left-hand bat,right-arm medium,1
84169,914503,Harsh Thaker,10/24/97,,right-hand bat,right-arm offbreak,17
48189,24790,Tanmay Mishra,12/22/86,,right-hand bat,right-arm fast-medium,6
1392,5253,Bruce Francis,2/18/48,,right-hand bat,right-arm medium,2
49104,232356,Ronnie Hira,1/23/87,,left-hand bat,slow left-arm orthodox,5
75965,731523,Dinesh Nakrani,9/21/91,,left-hand bat,left-arm medium,34
10365,24839,Jan-Berrie Burger,8/25/81,,right-hand bat,legbreak,28
52957,307619,Tamoor Sajjad,1/22/92,,right-hand bat,legbreak,187
1505,37605,Warren Lees,3/19/52,,right-hand bat,right-arm medium,5
106278,1198925,Tunahan Ulutuna,5/14/02,,right-hand bat,right-arm medium-fast,209
56811,348034,George Dockrell,7/22/92,,right-hand bat,slow left-arm orthodox,29
885,5690,Graeme Hole,1/6/31,2/14/90,right-hand bat,right-arm offbreak,2
11374,49638,Farveez Maharoof,9/7/84,,right-hand bat,right-arm fast-medium,8
62676,463215,Rory McCann,1/11/85,,right-hand bat,,29
17850,7502,Luke Ronchi,4/23/81,,right-hand bat,,5
1151,17130,John Murray,4/1/35,7/24/18,right-hand bat,right-arm medium,1
26889,5236,Callum Ferguson,11/21/84,,right-hand bat,right-arm medium,2
103973,1163174,Vinoo Balakrishnan,1/6/89,,right-hand bat,right-arm offbreak,116
1409,43553,Wasim Raja,7/3/52,8/23/06,left-hand bat,legbreak googly,7
106286,1198933,Serkan Kizilkaya,7/7/98,,right-hand bat,right-arm medium-fast,209
2057,26238,Pravin Amre,8/14/68,,right-hand bat,legbreak,6
57153,353899,Michael Richardson,10/4/86,,right-hand bat,,35
1236,38971,Abdul Kadir,5/10/44,3/12/02,right-hand bat,,7
2268,24705,Thomas Odoyo,5/12/78,,right-hand bat,right-arm medium-fast,26
60030,410765,Nurul Hasan,11/21/93,,right-hand bat,,25
1081,15385,Ray Illingworth,6/8/32,12/25/21,right-hand bat,right-arm offbreak,1
108166,1233056,Rohan Bhavesh Patel,10/30/94,,left-hand bat,slow left-arm orthodox,114
103189,1155576,Boemo Khumalo,1/23/02,,right-hand bat,right-arm medium-fast,116
110262,1278994,Shiv Mathur,1/20/08,,right-hand bat,right-arm medium,19
115816,1397994,Mohammad Ahnaff,4/27/97,,right-hand bat,,187
68518,585555,Tarun Sandeep,5/7/98,,,,4253
106279,1198926,Mehmat Sert,3/16/01,,right-hand bat,right-arm medium-fast,209
86027,928119,Frank Akankwasa,6/22/00,,right-hand bat,right-arm offbreak,34
968,38130,Matt Poore,6/1/30,6/11/20,right-hand bat,right-arm offbreak,5
66012,526441,Mark Adair,3/27/96,,right-hand bat,right-arm fast-medium,29
1864,49368,Brendon Kuruppu,1/5/62,,right-hand bat,,8
1349,43648,Younis Ahmed,10/20/47,,left-hand bat,left-arm medium,7
1061,51112,Eric Atkinson,11/6/27,5/29/98,right-hand bat,right-arm medium-fast,4
8203,49633,Jehan Mubarak,1/10/81,,left-hand bat,right-arm offbreak,8
103320,1156462,Mahesh Tambe,9/25/85,,right-hand bat,right-arm medium,131
1484,40376,Hasan Jamil,7/25/52,10/7/15,left-hand bat,left-arm medium-fast,7
106276,1198923,Ali Kose,10/25/95,,right-hand bat,,209
70310,601968,Tagenarine Chanderpaul,5/31/96,,left-hand bat,legbreak,4
817,7357,Doug Ring,10/14/18,6/23/03,right-hand bat,legbreak googly,2
8192,49236,Prasanna Jayawardene,9/10/79,,right-hand bat,,8
96954,1089937,Tharindu Perera,7/6/00,,right-hand bat,right-arm fast,116
98580,1107652,Fred Achelam,1/27/01,,right-hand bat,,34
100860,1118836,Crishan Kalugamage,6/16/91,,right-hand bat,right-arm offbreak,31
5431,36294,Matthew Bell,2/25/77,,right-hand bat,right-arm offbreak,5
103336,1156479,Arshad Hayat,4/15/82,,right-hand bat,right-arm medium,126
1501,22442,Peter Willey,12/6/49,,right-hand bat,right-arm offbreak,1
1023,37233,Zin Harris,7/18/27,12/1/91,right-hand bat,right-arm medium,5
74473,698311,Joshua van Heerden,6/26/98,,right-hand bat,,35
103384,1156688,Manpreet Singh,10/5/94,,right-hand bat,right-arm offbreak,23
93985,1046647,Mukhtiar Singh,9/18/93,,right-hand bat,right-arm medium,200
106575,1203242,Rolando Rivas,3/8/99,,right-hand bat,right-arm medium,44
51122,278496,Dwight Basden,10/28/72,,right-hand bat,,12
1298,42616,Saleem Altaf,4/19/44,,right-hand bat,right-arm fast-medium,7
106282,1198929,Serdar Kansoy,7/6/62,,right-hand bat,right-arm medium-fast,209
1999,26853,Subroto Banerjee,2/13/69,,right-hand bat,right-arm medium-fast,6
2233,50429,Jayantha Silva,6/2/73,,right-hand bat,slow left-arm orthodox,8
51454,290630,Manish Pandey,9/10/89,,right-hand bat,right-arm medium,6
98614,1107686,Boemo Kgosiemang,5/1/99,,right-hand bat,right-arm fast,116
15522,50345,Gayan Wijekoon,12/21/76,,left-hand bat,left-arm medium,8
917,30936,Vijay Manjrekar,9/26/31,10/18/83,right-hand bat,right-arm offbreak,6
10776,41324,Mohammad Sami,2/24/81,,right-hand bat,right-arm fast,7
112008,1313734,Parveen Kumar,2/17/94,,right-hand bat,right-arm medium,131
5454,26139,Frank Nsubuga,8/28/80,,right-hand bat,slow left-arm orthodox,34
106283,1198930,Hasan Helva,9/10/81,,right-hand bat,right-arm medium-fast,209
55147,333003,Reginald Nehonde,6/4/90,,right-hand bat,right-arm offbreak,116
59061,387420,Mirwais Ashraf,9/4/88,,right-hand bat,right-arm fast-medium,40
1140,40877,Javed Burki,5/8/38,,right-hand bat,right-arm medium,7
49761,254114,Hiren Varaiya,4/9/84,,right-hand bat,slow left-arm orthodox,26
85937,927619,Khaled Ahmed,9/20/92,,right-hand bat,right-arm medium,25
1160,28624,Farokh Engineer,2/25/38,,right-hand bat,legbreak,6
7053,15876,Rob Key,5/12/79,,right-hand bat,right-arm offbreak,1
97107,1093668,Khurram Shahzad,10/25/88,,right-hand bat,right-arm offbreak,187
53716,319439,Mitchell McClenaghan,6/11/86,,left-hand bat,left-arm fast-medium,5
1623,4112,Graeme Beard,8/19/50,,right-hand bat,,2
1510,42661,Sikander Bakht,8/25/57,,right-hand bat,right-arm medium-fast,7
106284,1198931,Mehmet Koc,6/1/01,,right-hand bat,right-arm medium-fast,209
112543,1323417,Harry Manenti,10/5/00,,right-hand bat,right-arm medium-fast,31
1009,37705,Noel McGregor,12/18/31,11/21/07,right-hand bat,,5
46557,8432,Steven Welsh,3/16/74,,right-hand bat,right-arm medium-fast,17
10332,23704,Steven Outerbridge,5/20/83,,left-hand bat,right-arm offbreak,12
98579,1107651,Cosmas Kyewuta,12/28/01,,right-hand bat,right-arm medium,34
1122,30178,Budhi Kunderan,10/2/39,6/23/06,right-hand bat,right-arm medium,6
59951,407265,Josh Davey,8/3/90,,right-hand bat,right-arm medium-fast,30
9022,26829,Lakshmipathy Balaji,9/27/81,,right-hand bat,right-arm medium-fast,6
1540,19478,Brian Rose,6/4/50,,left-hand bat,left-arm medium,1
103334,1156477,Naveed Ahmed,3/6/85,,right-hand bat,right-arm offbreak,126
1793,6499,Geoff Marsh,12/31/58,,right-hand bat,,2
98615,1107687,Phemelo Silas,4/25/01,,right-hand bat,legbreak,116
1636,11931,Paul Downton,4/4/57,,right-hand bat,right-arm offbreak,1
5423,23688,Dean Minors,1/6/70,,left-hand bat,,12
56803,348026,John Campbell,9/21/93,,left-hand bat,right-arm offbreak,4
1287,35933,Ajit Wadekar,4/1/41,8/15/18,left-hand bat,left-arm medium,6
106674,1203906,Hristo Ivanov,4/27/03,,right-hand bat,right-arm medium,114
112850,1326793,Eric Phiri,11/7/95,,right-hand bat,right-arm offbreak,4253
113375,1337301,Vihaan Hampihallikar,6/14/06,,right-hand bat,legbreak,23
50781,272465,James Pattinson,5/3/90,,left-hand bat,right-arm fast-medium,2
7121,55571,Trevor Madondo,11/22/76,6/11/01,right-hand bat,right-arm medium,9
48306,39950,Abid Ali,10/16/87,,right-hand bat,legbreak,7
1064,42057,Nasim-ul-Ghani,5/14/41,,left-hand bat,left-arm medium,7
106258,1198876,Habib Ahmadzai,1/1/93,,right-hand bat,right-arm medium,41
85967,928059,Ben White,8/29/98,,right-hand bat,legbreak,29
61690,437316,Dasun Shanaka,9/9/91,,right-hand bat,right-arm medium,8
12634,43656,Yasir Hameed,2/28/78,,right-hand bat,right-arm medium,7
21444,23729,Kwame Tucker,9/28/76,,right-hand bat,,12
62139,450101,Raymon Reifer,5/11/91,,left-hand bat,left-arm medium-fast,4
1410,38064,David O'Sullivan,11/16/44,,right-hand bat,slow left-arm orthodox,5
112545,1323419,Bashar Khan,1/4/94,,left-hand bat,slow left-arm orthodox,31
60487,420490,Henry Ssenyondo,8/12/93,,right-hand bat,slow left-arm orthodox,34
105323,1183927,Muslim Yar,5/10/99,,right-hand bat,slow left-arm orthodox,35
97526,1101794,Bilal Zalmai,1/1/89,,right-hand bat,right-arm offbreak,41
103185,1155572,Rod Mbaiwa,6/14/03,,right-hand bat,,116
110664,1287093,Jatinderpal Matharu,9/6/92,,left-hand bat,right-arm medium-fast,17
111108,1294141,Aryansh Sharma,12/3/04,,right-hand bat,,27
21440,23725,Irving Romaine,8/8/72,,right-hand bat,right-arm offbreak,12
53396,314650,Nkrumah Bonner,1/23/89,,right-hand bat,legbreak,4
84791,919525,Akbar Khan,2/25/97,,right-hand bat,right-arm medium-fast,19
331,6132,Charles Kelleway,1886-04-25,11/16/44,right-hand bat,right-arm fast-medium,2
1175,32222,Mansur Ali Khan Pataudi,1/5/41,9/22/11,right-hand bat,right-arm medium,6
6292,55456,Murray Goodwin,12/11/72,,right-hand bat,legbreak,9
108082,1229953,Conor Olphert,12/28/95,,right-hand bat,right-arm medium,29
1516,19327,Derek Randall,2/24/51,,right-hand bat,right-arm medium,1
97520,1101783,Aqib Iqbal,7/22/97,,right-hand bat,right-arm medium,41
59933,406308,Nigel Jones,4/22/82,,right-hand bat,right-arm medium,29
7597,38737,Brooke Walker,3/25/77,,right-hand bat,legbreak,5
8158,55843,Brighton Watambwa,6/9/77,,right-hand bat,right-arm fast-medium,9
5430,23694,Janeiro Tucker,3/15/75,,right-hand bat,right-arm medium,12
380,19497,Jack Russell,1887-10-07,3/23/61,right-hand bat,,1
1223,29260,Hanumant Singh,3/29/39,11/29/06,right-hand bat,legbreak,6
4093,55713,Gavin Rennie,1/12/76,,left-hand bat,slow left-arm orthodox,9
98611,1107683,Valentine Mbazo,8/18/99,,right-hand bat,,116
101672,1130463,Arshad Iqbal,12/26/00,,right-hand bat,right-arm medium-fast,7
95161,1062706,Harrison Carlyon,1/23/01,,right-hand bat,right-arm offbreak,4083
2338,14153,David Hemp,11/8/70,,left-hand bat,right-arm medium,12
1267,34215,Venkataraman Subramanya,7/16/36,,right-hand bat,right-arm medium,6
408,20058,Andy Sandham,1890-07-06,4/20/82,right-hand bat,,1
1506,38122,Peter Petherick,9/25/42,6/7/15,right-hand bat,right-arm offbreak,5
97523,1101787,Kunal Joshi,11/29/88,,right-hand bat,right-arm medium,41
60602,422965,Shehan Jayasuriya,9/12/91,,left-hand bat,right-arm offbreak,8
112544,1323418,Ali Hasan,10/29/02,,left-hand bat,left-arm medium-fast,31
2264,24714,Kennedy Otieno,3/11/72,,right-hand bat,,26
47975,23755,Saleem Mukuddem,1/20/72,,right-hand bat,right-arm medium,12
104283,1168667,Joshua Da Silva,6/19/98,,right-hand bat,,4
1260,35656,Srinivas Venkataraghavan,4/21/45,,right-hand bat,right-arm offbreak,6
4177,55269,Gary Brent,1/13/76,,right-hand bat,right-arm medium,9
1916,50421,Athula Samarasekera,8/5/61,,right-hand bat,right-arm medium,8
53639,318788,Haris Sohail,1/9/89,,left-hand bat,slow left-arm orthodox,7
105325,1183929,Sahir Naqash,7/12/90,,right-hand bat,right-arm medium,35
1779,6995,Simon O'Donnell,1/26/63,,right-hand bat,right-arm fast-medium,2
102163,1143520,Sajid Cheema,2/20/80,,right-hand bat,,154
621,16903,Charles Marriott,1895-09-14,10/13/66,right-hand bat,legbreak googly,1
49870,257574,Malachi Jones,6/26/89,,right-hand bat,right-arm medium-fast,12
1278,7666,Keith Stackpole,7/10/40,,right-hand bat,legbreak,2
1121,28118,Salim Durani,12/11/34,4/2/23,left-hand bat,slow left-arm orthodox,6
3404,55846,Andy Whittall,3/28/73,,right-hand bat,right-arm offbreak,9
45547,13312,Nick Ferraby,5/31/83,,right-hand bat,right-arm medium,4083
4180,43701,Zahoor Elahi,3/1/71,,right-hand bat,right-arm medium,7
58786,382119,Anthony Lark,11/11/89,,right-hand bat,right-arm medium,41
